,Sf Contact ID,Sf Opportunity ID,Sf Course C ID,Sf Course C Name,Sf Course C Course Start Date C Date,Sf Course C Course End Date C Date,Sf Course C Final Grade C,Sf Opportunity Application Type C,Sf Opportunity Program Category,Sf Opportunity Program C
24687,0033600001SwxgOAAR,0063600000WbbxTAAR,a1C36000007SvcKEAS,Nurse as Decision Maker,3/12/2018,5/6/2018,A,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24688,0033600001SwxgOAAR,0063600000WbbxTAAR,a1C36000007SvcGEAS,Nurse as Professional,1/16/2018,3/5/2018,B,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24689,0033600001SwxgOAAR,0063600000WbbxTAAR,a1C36000007f4uREAQ,Nurse as Leader,7/9/2018,8/26/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24690,00336000013jqgJAAQ,0063600000Wbc0vAAB,a1C36000007T1RbEAK,Introduction to Sociology,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Organizational Dynamics
24691,00336000013jqgJAAQ,0063600000Wbc0vAAB,a1C36000008q7XvEAI,Intro Survey of Mathematics,1/16/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Organizational Dynamics
24692,00336000013jqgJAAQ,0063600000Wbc0vAAB,a1C36000007TKbLEAW,Intro Survey of Mathematics,1/16/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Organizational Dynamics
24693,0033600001TkSrdAAF,0063600000WbcJeAAJ,a1C36000007TtJeEAK,Research Writing,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24694,0033600001TkSrdAAF,0063600000WbcJeAAJ,a1C36000007T80SEAS,Nurse as Professional,1/16/2018,3/5/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24695,0033600001TmbZ9AAJ,0063600000WbcOcAAJ,a1C36000007T1RPEA0,Leadership Roles in Adv NP,1/16/2018,3/5/2018,A,Wilmington University,University,Master of Science in Nursing
24696,0033600001TmbZ9AAJ,0063600000WbcOcAAJ,a1C36000007T1RREA0,Cntmp Concepts in Adv Practice,3/12/2018,5/6/2018,,Wilmington University,University,Master of Science in Nursing
24697,0033600001JdHTmAAN,0063600000WbdqMAAR,a1C36000007TKbFEAW,First Year Experience Seminar,1/16/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24698,0033600001JdHTmAAN,0063600000WbdqMAAR,a1C36000007TKbDEAW,Intro to Critical Thinking,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24699,0033600001Tl1FsAAJ,0063600000Wbe7xAAB,a1C36000007Sdi0EAC,Leadership Skills for Professionals,1/22/2018,3/23/2018,F,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24700,0033600001SbOBbAAN,0063600000Wbf9eAAB,a1C36000007SvcPEAS,Intro to Critical Thinking,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24701,0033600001SbOBbAAN,0063600000Wbf9eAAB,a1C36000007SvcLEAS,First Year Experience Seminar,1/16/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24702,0033600001Tlh7xAAB,0063600000Wbf9oAAB,a1C36000007TKbCEAW,Life Span Development,3/12/2018,5/6/2018,,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24703,0033600001Tlh7xAAB,0063600000Wbf9oAAB,a1C36000007T1RWEA0,Intro to Critical Thinking,1/16/2018,3/5/2018,C+,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24704,0033600001Ui8MNAAZ,0063600000Wbff5AAB,a1C36000007SeiOEAS,Intermediate English for Hospitality Employees,1/22/2018,3/9/2018,A,Guild Education,ELL Program,Intermediate English for Hospitality Employees
24705,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008ouaxEAA,Principles of Accounting I,3/5/2018,4/29/2018,C,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24706,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008ouaOEAQ,Principles of Macroeconomics,3/5/2018,4/29/2018,IF,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24707,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkQEAQ,Princ of Marketing,6/25/2018,8/19/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24708,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkUEAQ,Principles of Macroeconomics,3/5/2018,4/29/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24709,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkNEAQ,Principles of Accounting I,3/5/2018,4/29/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24710,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008NXgoEAG,Writing & Rhetoric,1/8/2018,3/4/2018,A,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24711,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkJEAQ,Principles of Microeconomics,4/30/2018,6/24/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24712,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkREAQ,Info Fluency & Acad Integrity,4/30/2018,6/24/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24713,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008NXgpEAG,Human Nutrition,1/8/2018,3/4/2018,B+,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24714,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008q2KSEAY,Writing about Literature,3/5/2018,4/29/2018,B,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24715,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkKEAQ,Writing about Literature,3/5/2018,4/29/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24716,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkWEAQ,Organizational Comm,6/25/2018,8/19/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24717,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkPEAQ,Liberal Arts Core Found,6/25/2018,8/19/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24718,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008nwkSEAQ,Principles of Accounting II,4/30/2018,6/24/2018,,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24719,0033600001Sc6cDAAR,0063600000Wbfl0AAB,a1C36000008NXgnEAG,Intro to Statistics,1/8/2018,3/4/2018,B,Brandman University,University,"B.A. in Psychology, Pre-Clinical"
24720,0033600001UiaXKAAZ,0063600000WcHiZAAV,a1C36000009tMIJEA2,Legal and Ethical Envir of Bus,7/9/2018,8/26/2018,,Wilmington University,University,Bachelor of Science in Organizational Management
24721,0033600001UiaXKAAZ,0063600000WcHiZAAV,a1C36000007VDTYEA4,Excel in Bus Prob Solving,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Organizational Management
24722,0033600001UiaXKAAZ,0063600000WcHiZAAV,a1C36000007T2PJEA0,Business Communication,1/16/2018,3/5/2018,A,Wilmington University,University,Bachelor of Science in Organizational Management
24723,0033600001E954YAAR,0063600000WcHncAAF,a1C36000007SkV4EAK,Developmental Writing - 8 Week,1/22/2018,3/23/2018,B,Guild Education,Lead Gen - Post Secondary,Developmental Writing - 8 Week
24724,0033600001TlbdFAAR,0063600000WcInxAAF,a1C36000007TKbBEAW,Technology Orientation,1/16/2018,3/5/2018,U,Wilmington University,University,Bachelor of Science in Communication
24725,0033600001TlbdFAAR,0063600000WcInxAAF,a1C36000007TKbIEAW,Visual Communications,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Communication
24726,0033600001TlbdFAAR,0063600000WcInxAAF,a1C36000007T80PEAS,Intro to Critical Thinking,1/16/2018,3/5/2018,C,Wilmington University,University,Bachelor of Science in Communication
24727,0033600001Uhn3iAAB,0063600000WcIv5AAF,a1C36000009Ixl7EAC,Ldr Development and Change Mgt,5/14/2018,7/1/2018,,Wilmington University,University,Master of Science in Management
24728,0033600001Uhn3iAAB,0063600000WcIv5AAF,a1C36000007VDTDEA4,Managerial Accounting,3/12/2018,5/6/2018,,Wilmington University,University,Master of Science in Management
24729,0033600001Uhn3iAAB,0063600000WcIv5AAF,a1C36000007IoPxEAK,Econ Fin Environ of Business,7/9/2018,8/26/2018,,Wilmington University,University,Master of Science in Management
24730,0033600001Uhn3iAAB,0063600000WcIv5AAF,a1C36000007T1RfEAK,Org Beha and Ethical Leaders,1/16/2018,3/5/2018,A-,Wilmington University,University,Master of Science in Management
24731,00336000017KJzPAAW,0063600000WcKUVAA3,a1C36000007SmeeEAC,Intermediate English for Hospitality Employees,1/22/2018,3/9/2018,C,Guild Education,ELL Program,Intermediate English for Hospitality Employees
24732,0033600001PX748AAD,0063600000WcKoJAAV,a1C36000007TXG0EAO,Transition to Practice,1/8/2018,3/4/2018,B,Brandman University,University,Bachelor of Science in Nursing (RN-BSN)
24733,0033600001PX748AAD,0063600000WcKoJAAV,a1C36000009fPS3EAM,Evid Bas Think Schol Prac,4/30/2018,6/24/2018,,Brandman University,University,Bachelor of Science in Nursing (RN-BSN)
24734,0033600001PX748AAD,0063600000WcKoJAAV,a1C36000009fPSLEA2,Cultural & Spirtual Nur,6/25/2018,8/19/2018,,Brandman University,University,Bachelor of Science in Nursing (RN-BSN)
24735,0033600001PX748AAD,0063600000WcKoJAAV,a1C36000007TXFyEAO,Nurs Public Image Prof Iss,1/8/2018,3/4/2018,,Brandman University,University,Bachelor of Science in Nursing (RN-BSN)
24736,0033600001PX748AAD,0063600000WcKoJAAV,a1C36000007TXFzEAO,Managing Health Care Reform,3/5/2018,4/29/2018,C+,Brandman University,University,Bachelor of Science in Nursing (RN-BSN)
24737,0033600001PX748AAD,0063600000WcKoJAAV,a1C36000007TXG1EAO,Health Care Comm & Collab,3/5/2018,4/29/2018,,Brandman University,University,Bachelor of Science in Nursing (RN-BSN)
24738,0033600001UifZHAAZ,0063600000WcLQEAA3,a1C36000007T2PIEA0,First Year Experience Seminar,1/16/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24739,0033600001UjAHFAA3,0063600000WcaDHAAZ,a1C36000007SpdiEAC,Spanish I Intensive,1/22/2018,4/20/2018,,Guild Education,Lead Gen - Post Secondary,Spanish I Intensive
24740,0033600001LD7ITAA1,0063600000WcaVxAAJ,a1C36000007SpvbEAC,Medical Terminology,1/30/2018,6/2/2018,,StraighterLine,StraighterLine/Saylor,Medical Terminology
24741,0033600000ywtK5AAI,0063600000WcadUAAR,a1C36000007Sq5GEAS,Student Success Skills for Online Learning,1/22/2018,2/23/2018,,Guild Education,Lead Gen - Post Secondary,Student Success Skills for Online Learning
24742,0033600001BCYJSAA5,0063600000WcahvAAB,a1C36000007SqFGEA0,Spanish 2A Intensive,1/22/2018,4/20/2018,A,Guild Education,Lead Gen - Post Secondary,Spanish 2A Intensive
24743,00336000015t3GRAAY,0063600000WcajbAAB,a1C36000007UyY8EAK,Penn Foster High School,4/30/2018,5/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24744,00336000015t3GRAAY,0063600000WcajbAAB,a1C36000007T1JpEAK,Penn Foster High School,1/30/2018,2/7/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24745,00336000015t3GRAAY,0063600000WcajbAAB,a1C36000007UyX5EAK,Penn Foster High School,2/28/2018,3/3/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24746,00336000015t3GRAAY,0063600000WcajbAAB,a1C36000007UyXZEA0,Penn Foster High School,3/30/2018,4/29/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24747,0033600001LG1WeAAL,0063600000WcdWSAAZ,a1C36000007SrUBEA0,Intermediate English for Hospitality Employees,1/22/2018,3/9/2018,F,Guild Education,ELL Program,Intermediate English for Hospitality Employees
24748,0033600001Syqy0AAB,0063600000WcdeMAAR,a1C36000007T1RkEAK,Biology I (with Lab),1/16/2018,5/6/2018,,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24749,0033600001FOjrGAAT,0063600000WcdebAAB,a1C36000007SradEAC,Advanced Writing for English Language Learners,1/22/2018,3/23/2018,B,Guild Education,ELL Program,Advanced Writing for English Language Learners
24750,0033600001BYqvUAAT,0063600000WcdfPAAR,a1C36000007Srb7EAC,Leadership Skills for Professionals,2/19/2018,4/20/2018,B,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24751,0033600000Y4ETpAAN,0063600000Wcdo3AAB,a1C36000007TKbQEAW,Organizational Development,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Organizational Management
24752,0033600000Y4ETpAAN,0063600000Wcdo3AAB,a1C36000007TKbAEAW,Business Communication,1/16/2018,3/5/2018,A-,Wilmington University,University,Bachelor of Science in Organizational Management
24753,0033600001S8j67AAB,0063600000WcjMDAAZ,a1C36000007TKbNEAW,Biology I (with Lab),1/16/2018,5/6/2018,,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24754,0033600000ywxoeAAA,0063600000WclSIAAZ,a1C36000007SuJFEA0,High School Completion Program,3/15/2018,4/14/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24755,0033600000ywxoeAAA,0063600000WclSIAAZ,a1C36000007SuKREA0,High School Completion Program,6/15/2018,7/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24756,0033600000ywxoeAAA,0063600000WclSIAAZ,a1C36000007SuJYEA0,High School Completion Program,2/15/2018,3/14/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24757,0033600000ywxoeAAA,0063600000WclSIAAZ,a1C36000007SuK2EAK,High School Completion Program,4/15/2018,5/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24758,0033600000ywxoeAAA,0063600000WclSIAAZ,a1C36000007SuKCEA0,High School Completion Program,5/15/2018,6/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24759,0033600000ywxoeAAA,0063600000WclSIAAZ,a1C36000007SuJEEA0,High School Completion Program,1/15/2018,2/14/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24760,0033600001SvndWAAR,0063600000WclSNAAZ,a1C36000007SvcQEAS,Organizational Development,1/16/2018,3/5/2018,B,Wilmington University,University,Training and Staff Development Certificate
24761,0033600001SvndWAAR,0063600000WclSNAAZ,a1C36000007SvcMEAS,Organizational Communication,3/12/2018,5/6/2018,,Wilmington University,University,Training and Staff Development Certificate
24762,00336000019gZdbAAE,0063600000WcmpuAAB,a1C36000007SvSuEAK,Spanish 2A Intensive,2/19/2018,5/18/2018,,Guild Education,Lead Gen - Post Secondary,Spanish 2A Intensive
24763,0033600001Tk7ciAAB,0063600000Wcmy3AAB,a1C36000007Sx7BEAS,Penn Foster High School,1/30/2018,2/28/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24764,0033600001S8rrwAAB,0063600000Wcmz6AAB,a1C36000008qwODEAY,Intro to Critical Thinking,1/16/2018,3/5/2018,,Wilmington University,University,Bachelor of Science in Business Management
24765,0033600001S8rrwAAB,0063600000Wcmz6AAB,a1C36000007T1RjEAK,Marketing,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Business Management
24766,0033600001S8rrwAAB,0063600000Wcmz6AAB,a1C36000008q7YCEAY,Intro to Critical Thinking,1/16/2018,3/5/2018,,Wilmington University,University,Bachelor of Science in Business Management
24767,0033600001S8rrwAAB,0063600000Wcmz6AAB,a1C36000007T80TEAS,Intro to Critical Thinking,1/16/2018,3/5/2018,,Wilmington University,University,Bachelor of Science in Business Management
24768,0033600001UiHqHAAV,0063600000WcmzGAAR,a1C36000007TKbOEAW,Intro to Critical Thinking,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24769,0033600001UiHqHAAV,0063600000WcmzGAAR,a1C36000007TKbHEAW,Computer Applications,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24770,0033600001UUjaFAAT,0063600000WcmzQAAR,a1C36000009bre8EAA,Research Writing,5/14/2018,7/1/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24771,0033600001UUjaFAAT,0063600000WcmzQAAR,a1C36000008KteVEAS,Fundamentals of Economics,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24772,0033600001UUjaFAAT,0063600000WcmzQAAR,a1C36000007IoPoEAK,Public Speaking,7/9/2018,8/26/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24773,0033600001UUjaFAAT,0063600000WcmzQAAR,a1C36000009breAEAQ,Nurse as Professional,7/9/2018,8/26/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24774,0033600001UUjaFAAT,0063600000WcmzQAAR,a1C36000007IoPtEAK,Excellence in Nursing,5/14/2018,7/1/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24775,0033600001UUjaFAAT,0063600000WcmzQAAR,a1C36000007IoPvEAK,Computer Applications,7/9/2018,8/26/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24776,0033600001UhtB6AAJ,0063600000WcmzVAAR,a1C36000007IoPuEAK,Ldr Development and Change Mgt,5/14/2018,7/1/2018,,Wilmington University,University,Master of Science in Management
24777,0033600001UhtB6AAJ,0063600000WcmzVAAR,a1C36000007TXG2EAO,Fundamentals of Economics,3/12/2018,5/6/2018,,Wilmington University,University,Master of Science in Management
24778,0033600001UhtB6AAJ,0063600000WcmzVAAR,a1C36000007T1RJEA0,Org Beha and Ethical Leaders,1/16/2018,3/5/2018,A-,Wilmington University,University,Master of Science in Management
24779,0033600001UhtB6AAJ,0063600000WcmzVAAR,a1C36000007IoPwEAK,Financial Accounting for MBAs,7/9/2018,8/26/2018,,Wilmington University,University,Master of Science in Management
24780,0033600001TlsXlAAJ,0063600000WcmzfAAB,a1C36000007T1RHEA0,Introduction to Business,1/16/2018,3/5/2018,F,Wilmington University,University,Entrepreneurship/Small Business Management Certificate
24781,0033600001UigOnAAJ,0063600000WcmzpAAB,a1C36000008q7XyEAI,Financial Literacy,7/9/2018,8/26/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24782,0033600001UigOnAAJ,0063600000WcmzpAAB,a1C36000007T2PDEA0,First Year Experience Seminar,1/16/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24783,0033600001UigOnAAJ,0063600000WcmzpAAB,a1C36000008q7XmEAI,Intro to Critical Thinking,5/14/2018,7/1/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24784,0033600001UigOnAAJ,0063600000WcmzpAAB,a1C36000007T2PHEA0,Introduction to Sociology,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24785,0033600001UigOnAAJ,0063600000WcmzpAAB,a1C36000008q7Y0EAI,Fundamentals of Economics,5/14/2018,7/1/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24786,0033600001UigOnAAJ,0063600000WcmzpAAB,a1C36000007T2PNEA0,Computer Applications,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24787,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NPEA0,Server-Side Scripting Ruby,9/11/2018,11/12/2018,,Bellevue University,University,Bachelor of Science in Software Development
24788,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NVEA0,Business System Programming,4/24/2018,6/25/2018,,Bellevue University,University,Bachelor of Science in Software Development
24789,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDSmEAO,Business System Programming,4/24/2018,6/25/2018,,Bellevue University,University,Bachelor of Science in Software Development
24790,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDShEAO,Business Telecommunications,2/13/2018,4/16/2018,,Bellevue University,University,Bachelor of Science in Software Development
24791,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NhEAK,Advanced Networking Using Java,2/12/2019,4/15/2019,,Bellevue University,University,Bachelor of Science in Software Development
24792,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6N9EAK,Information Security,7/3/2018,9/3/2018,,Bellevue University,University,Bachelor of Science in Software Development
24793,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NSEA0,Inter Database & Database Conn,2/12/2019,4/15/2019,,Bellevue University,University,Bachelor of Science in Software Development
24794,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDT2EAO,Web Scripting,7/3/2018,9/3/2018,,Bellevue University,University,Bachelor of Science in Software Development
24795,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDTKEA4,Advanced Networking Using Java,2/12/2019,4/15/2019,,Bellevue University,University,Bachelor of Science in Software Development
24796,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDSjEAO,Information Security,7/3/2018,9/3/2018,,Bellevue University,University,Bachelor of Science in Software Development
24797,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NbEAK,Intro Programming Using Java,2/13/2018,4/16/2018,,Bellevue University,University,Bachelor of Science in Software Development
24798,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NGEA0,Intermediate Java Programming,11/20/2018,2/4/2019,,Bellevue University,University,Bachelor of Science in Software Development
24799,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NEEA0,Web Scripting,7/3/2018,9/3/2018,,Bellevue University,University,Bachelor of Science in Software Development
24800,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDSoEAO,Inter Database & Database Conn,2/12/2019,4/15/2019,,Bellevue University,University,Bachelor of Science in Software Development
24801,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDTHEA4,Server-Side Scripting Ruby,9/11/2018,11/12/2018,,Bellevue University,University,Bachelor of Science in Software Development
24802,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDScEAO,Management and Design of Datab,11/20/2018,2/4/2019,,Bellevue University,University,Bachelor of Science in Software Development
24803,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NYEA0,Business Telecommunications,2/13/2018,4/16/2018,,Bellevue University,University,Bachelor of Science in Software Development
24804,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NfEAK,Structured Sys. Analysis & Des,4/24/2018,6/25/2018,,Bellevue University,University,Bachelor of Science in Software Development
24805,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDT4EAO,Structured Sys. Analysis & Des,4/24/2018,6/25/2018,,Bellevue University,University,Bachelor of Science in Software Development
24806,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDTdEAO,Intro Programming Using Java,2/13/2018,4/16/2018,,Bellevue University,University,Bachelor of Science in Software Development
24807,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NUEA0,Information Technology Project,9/11/2018,11/12/2018,,Bellevue University,University,Bachelor of Science in Software Development
24808,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDTeEAO,Information Technology Project,9/11/2018,11/12/2018,,Bellevue University,University,Bachelor of Science in Software Development
24809,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000008M6NTEA0,Management and Design of Datab,11/20/2018,2/4/2019,,Bellevue University,University,Bachelor of Science in Software Development
24810,0033600001KrYiuAAF,0063600000WcykAAAR,a1C36000007VDTQEA4,Intermediate Java Programming,11/20/2018,2/4/2019,,Bellevue University,University,Bachelor of Science in Software Development
24811,0033600001UifRRAAZ,0063600000Wd29YAAR,a1C36000007T80YEAS,Intro to Critical Thinking,1/16/2018,3/5/2018,FA,Wilmington University,University,Bachelor of Science in Psychology
24812,0033600001UifRRAAZ,0063600000Wd29YAAR,a1C36000007T80WEAS,First Year Experience Seminar,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Psychology
24813,0033600001Sxxy8AAB,0063600000Wd2SVAAZ,a1C36000008q7XnEAI,Contemporary Global Issues,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24814,0033600001Sxxy8AAB,0063600000Wd2SVAAZ,a1C36000009uumEEAQ,First Year Experience Seminar,5/14/2018,8/26/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24815,0033600001Sxxy8AAB,0063600000Wd2SVAAZ,a1C36000008q7YFEAY,History of Rock and Roll,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24816,0033600001Sxxy8AAB,0063600000Wd2SVAAZ,a1C36000008q7XzEAI,World and Regional Geography,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24817,0033600001Sxxy8AAB,0063600000Wd2SVAAZ,a1C36000008q7YDEAY,Introduction to Sociology,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24818,0033600001Sxxy8AAB,0063600000Wd2SVAAZ,a1C36000007T2POEA0,Intro to Critical Thinking,1/16/2018,3/5/2018,C+,Wilmington University,University,Associate of Arts in Liberal Studies
24819,0033600001QowPHAAZ,0063600000Wd2qqAAB,a1C36000007T1WQEA0,Student Success Skills for Online Learning,1/22/2018,2/23/2018,D,Guild Education,Lead Gen - Post Secondary,Student Success Skills for Online Learning
24820,0033600001VMIi9AAH,0063600000Wd3HnAAJ,a1C36000007T1oPEAS,Basic English for Everyday Interactions,1/22/2018,3/9/2018,A,Guild Education,ELL Program,Basic English for Everyday Interactions
24821,0033600001UjQjJAAV,0063600000Wd3HsAAJ,a1C36000007T1oUEAS,Leadership Skills for Professionals,1/22/2018,3/23/2018,,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24822,0033600001UjAQCAA3,0063600000Wd3I7AAJ,a1C36000007T1ojEAC,Leadership Skills for Professionals,1/22/2018,3/23/2018,A,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24823,0033600001UjQlAAAV,0063600000Wd4NFAAZ,a1C36000008nwkfEAA,Contemporary Global Issues,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24824,0033600001UjQlAAAV,0063600000Wd4NFAAZ,a1C36000007TKbGEAW,Intro to Critical Thinking,1/16/2018,3/5/2018,FA,Wilmington University,University,Associate of Arts in Liberal Studies
24825,0033600001UjkXUAAZ,0063600000Wd4NZAAZ,a1C36000008nwkaEAA,Nurse as Decision Maker,3/12/2018,5/6/2018,,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24826,0033600001UjkXUAAZ,0063600000Wd4NZAAZ,a1C36000007TKbKEAW,Nurse as Professional,1/16/2018,3/5/2018,F,Wilmington University,University,Bachelor of Science in Nursing (RN to BSN)
24827,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008ouadEAA,Writing about Literature,6/25/2018,8/19/2018,,Brandman University,University,Associate of Arts in General Education
24828,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008ouahEAA,Human Nutrition,1/8/2018,3/4/2018,,Brandman University,University,Associate of Arts in General Education
24829,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008ouaPEAQ,Applied Mathematics,4/30/2018,6/24/2018,,Brandman University,University,Associate of Arts in General Education
24830,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008q2KrEAI,Human Nutrition,3/5/2018,4/29/2018,,Brandman University,University,Associate of Arts in General Education
24831,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008ouawEAA,Student Success Strategies,3/5/2018,4/29/2018,,Brandman University,University,Associate of Arts in General Education
